Tag;English_Source
ATOWSabotageIntro2_0_Content;For too long I had been ignored! One might ask what accursed schemes would push one towards the illicit undertaking of sabotage? I ask, is it not enough to feel forgotten, downtrodden, unloved, and spited by those who would in the same breath speak of you as a colleague?<br /><br />It was time to strike while my passions were still agitated! But, was it in my best interest to turn my destructive gaze towards the {{0=...|Separatists|Unified Monarchists|...}}'s noble cause? Or perhaps one of my kin could stand to be targeted by my ire?<br /><br /><b>The decision was clear to me:</b>
ATOWSabotageIntro2Sep_Title;<b>A Time for Sabotage</b>
ATOWSabotageIntro2Sep_0_Title;<b>A Time for Sabotage</b>
ATOWSabotageIntro2Sep_0_Content;While I had seen what devastation was wrought first-hand by the cruelty of sabotage, this knowledge only made my sense of justice more clear.<br /><br />It was the time to strike while my passions were still agitated! But, was it in my best interest to turn my destructive gaze towards the {{0=...|Separatists|Unified Monarchists|...}}'s noble cause and crush the Outpost at the edge of town? Or perhaps one of my kin should be targeted by my ire?<br /><br /><b>The decision was clear to me:</b>
ATOWSabotage1_Title;<b>The Choice for Resistance</b>
ATOWSabotage1_Content;I could not be swayed. It was clear that my most moral and proper duty was to oppose tyranny in all forms. Though I shuddered at the means by which this task would be accomplished, I knew first-hand how motivational a force fear could be.<br /><br /><b>The choice was clear:</b>
ATOWSabotageConfirm_Title;<b>Demolition for Change</b>
ATOWSabotageConfirm_Content;I penned a letter to my contact within the {{0=...|Separatists|Unified Monarchists|...}}. The site had been chosen and the {{1=...|Barracks|Laborer's Union|...}} would fall, weakening the {{2=...|Unified Monarchists|Separatists|...}}' position in the village.
ATOWSabotageMonConfirm_Title;<b>Demolition for Change</b>
ATOWSabotageMonConfirm_Content;I penned a letter to my contact within the {{0=...|Separatists|Unified Monarchists|...}}. The site had been chosen and the {{1=...|Outpost|...}} would fall, weakening the {{2=...|Unified Monarchists|Separatists|...}} position in the village.
SabotageSignIn1_Title;<b>Making it Personal</b>
SabotageSignIn1_Content;I could no longer turn a blind eye to their meddling. Like the clanging chime of a brass bell on a longcase clock, the time had come for an insidious misfortune to befall one of my dear cousins.<br /><br /><b>Please click on your name:</b>
SabotagePlayerChoice1_Title;<b>The Target of My Wrath</b>
SabotagePlayerChoice1_Content;My grim sabotage was swift and well-orchestrated. Perhaps my family would reconsider their apathy towards me after witnessing the utter devastation I could cause to their reputations.<br /><br />After one fateful evening, I knew that they would <b>lose 3VP</b> & could possibly have to destroy a completed Experiment.<br /><br /><b>Please click on the name of the player you would like to sabotage:</b>
SabotagePlayerConfirmed_Title;<b>The Choice Was Made</b>
SabotagePlayerConfirmed_Content;{{0=...|Oliver|...}} would shoulder the burden for the misery they had caused me.
ATOWSabotageNO_Title;<b>Avoid Indulgence</b>
ATOWSabotageNO_Content;Study was essential! Alas, I could not allow myself idle time to indulge in immediate self-gratification. To attack one's own rivals was in itself admitting that they were, in fact, valid competition. In reality, my contributions would far exceed their meager offerings.<br /><br />There was no need for pomp and explosions. I was a true craftsman dedicated to the art of science. My focus was indomitable and this dedication would see me victorious!
AMessenger_Title;<b>A Messenger Arrives</b>
AMessenger_Content;<b>All players may again view the Storybook.</b><br /><br />On a Saturday afternoon, I was hustled to the entryway by my caretaker. A young messenger was nervously tapping her leather boots against the stone. In her left hand was a small figurine in the shape of a {{0=...|Sickle|Shield|...}}, which I had left by the windowsill. Her eyes were scanning the room and she was visibly startled by our speedy return. The caretaker muttered his apologies, calling her a thief, but I calmed his nerves quickly.<br /><br /><b>The messenger turned and spoke to the player with the {{0=...|Sickle|Shield|...}} token.</b><br /><br />"Which flag do you fly?" <i>Which Flag token do you have face-up?</i>
Amessyes_Title;<b>A Messenger Arrives</b>
Amessyes_0_Title;<b>A Messenger Arrives</b>
Amessyes_0_Content;The Messenger reached into her shoulderbag and retrieved a letter, which she handed to me. When I hesitated, she nodded, apparently unable to leave until I had provided an answer.<br /><br />Inside the envelope was a formal letter of thanks from a {{0=...|Unified Monarchists|Separatists|...}} military official. My parents had noted a keen interest in a possible business venture during wartime. The letter contained blueprints for an addition to my estate, which would be used to house goods seized from members of the resistance forces and sympathizers.
Amessyes2_Title;<b>The Messenger continued</b>
Amessyes2_Content;<b>All players may again view the Storybook.</b><br /><br />I returned the signed papers to the messenger. She clicked her teeth in the caretaker's direction, then set off down the road.
Amessno_Title;<b>No Importance</b>
Amessno_Content;What a rude and frankly, under-dressed fellow for visiting with the aristocracy. The messenger sped to the gate upon hearing my reply.<br /><br />I only note this situation to remind others of the vagrantry within the Austro-Hungarian empire these days. Seems these bedraggled couriers are trying to play us for a fool, expecting our allegiances to pay dividends for their unsavory habits. If we ever needed science to find a cure for beggars, there would be no time like the present.
AMessenger2_Title;<b>A Fortuitous Letter</b>
AMessenger2_0_Title;<b>A Fortuitous Letter</b>
AMessenger2_0_Content;One morning, as I considered the viability of electrical conductivity for use in surgery, the caretaker discovered a small brown letter wrapped in twine upon my doorstep. I hastily opened the note.<br /><br />"Which flag do you fly?" <i>Which Flag token do you have face-up?</i>
AMessYes2b_Title;<b>A Fortuitous Letter</b>
AMessYes2b_Content;Inside the envelope was a message that gave an in-depth assessment of the enemy's defenses.<br /><br />If the number of buildings destroyed in town is equal to or greater than <b>{{0=...|1|2|...}}</b>, then the {{1=...|Separatists|Unified Monarchists|...}} will be successful in overtaking the town's defenses.<br /><br />Armed with this important knowledge, I quickly destroyed all traces of the letter. Perhaps I did not have the ability to change what had been set in motion, but at least I was better prepared.
AMessno2_Title;<b>No Consequence</b>
AMessno2_Content;It was a brief correspondence from an acquaintance of mine from university. While the contents did not intrigue me, the lack of political speak was refreshing and spurred me to contemplation. For the next few days, I was overcome with the creative impulse that security and seclusion provided.
AfternoonTea_Title;<b>Afternoon Tea</b>
AfternoonTea_Content;<b>All players may again view the Storybook.</b><br /><br />It was absolutely dreadful. Astringent tea from an obscure area of the orient - bitter, stale cranberry scones, wildflower honey, and store-bought cream - this was without question the worst tea party to which I had ever had the displeasure of an invitation. And to think, the Monarchy was responsible for such a wasted afternoon.<br /><br />What kind of aristocracy was this? It made me re-evaluate my position entirely. If I could be served indigestible digestives then perhaps I should cause the nobility a little indigestion in response by burning down the {{0=...|Barracks|Outpost|...}}! It would certainly remove the requirement to visit.<br /><br />However, a plan as critical as this one required a conspiracy to execute. Therefore, regretably, the fate of the operation was left to the whims of my family, whom I loved dearly.
AfternoonTeab_Title;<b>VOTE</b>
TwoPAfternoonBid_Title;<b>BID</b>
AfternoonTeaRes_Title;<b>Vote Complete</b>
TwoPAfternoonBidRes_Title;<b>Bid Complete</b>
AfternoonTeaResolutionYAY_Title;<b>A Destructive Success</b>
AfternoonTeaResolutionYAY_Content;The {{0=...|Barracks|Outpost|...}} was no match for the power of our well-orchestrated combined experimental talents. Did the series of clamorous explosions arouse suspicions? Perhaps. But the fanfare certainly offered the townsfolk new inspiration to rally towards the cause.{{1=?|<br /><br />With minimal casualties, the Barracks had been turned to rubble. No longer would we be beholden to the tyrannous edict of forced conscription.}}
AfternoonTeaResolutionNAY_Title;<b>Conspiracy Failed</b>
AfternoonTeaResolutionNAY_Content;{{0=?|I could not fault my cousins for their decision. It is sometimes a struggle for those with unfortunately low intellect to execute on a scheme. The afternoon tea incident would forever remain unavenged.|My altruistic nature would not allow me to seek revenge on such trivial matters when my great work was primed to change the world. Of course, I attempted to dissuade my dear cousin from this rash course of action, but I was unsuccessful. Expectedly, their dubious manners and overt schemes were not well-received by the local officials. It was fortunate that our illustrious grandfather were not here to see this pathetic display. I am sure he is seething in his coffin over it even now!}}
ResistEvent_Title;<b>Quartering Troops</b>
ResistEvent_Content;All players may again view the Storybook.<br /><br />My cousins and I received a visit from a lieutenant within the {{0=...|Unified Monarchists|Separatists|...}} militia stationed outside of town. He informed us that the encampment has become overcrowded and the conditions for soldiers have deteriorated.<br /><br />He called upon our sense of national duty to provide quarters for the leadership until the conflict is quelled. I could not determine if his request, which was met by our combined mirth, was serious or in jest. His face, however, remained solemn throughout his request.
ResistEvent1_Title;<b>Quartering Enforced</b>
ResistEvent1_Content;The military accepts our responses, and then reconfirms their previous insistence with the assistance of guns.
ResistEvent2_Title;<b>Voluntary Quartering</b>
ResistEvent2_Content;The military is busy tending to several internal matters and cannot rigidly enforce the quartering edict. They are appreciative of the circumstances this puts upon our homes and move on.
MartialSepEvent_Title;<b>Escalation</b>
MartialSepEvent_Content;As the war pressed on relentlessly, it was I who suffered most terribly. With embattlements requiring constant provisions, procuring the necessary ingredients for my experiments became increasingly more difficult.<br /><br />However, in my humble brilliance I settled on a firm solution based upon one simple question: Why do I need specialty ingredients when I can just attach guns to everything?<br /><br />Certainly this slapdash methodology was not ideal nor dignified, but it certainly achieved a devastative result. Why my first practical demonstration caused both sides to cease hostilities after witnessing a small battalion reduced to a mere wine stain upon the battlefield.<br /><br />However, the regional military factions required additional convincing as the use of our weapons was still considered a "war crime" and would require further convincing to employ these additional methods. Imagine, "science" being considered a war crime? Is it not a general's hope to reach an efficient victory?
MartialSepEventa_Title;<b>BRIBE</b>
MartialSepEventb_Title;<b>Total Bribe</b>
MartialSepEventYes_Title;<b>Success</b>
MartialSepEventYes_Content;I regret to say that perserverance alone does not advance one's goals in the hills of Bohemia. A small investment and showmanship to back it up, now that's what impresses a red-blooded Austro-Hungarian. Especially when one can view so much of that warm blood festooning the battlefield with such dazzling radiance!<br /><br />It is this showmanship, and the strategic concealment of it when negotiations are being penned, that will advance the Hungarian conflict to a swift conclusion.
MartialSepEventNo_Title;<b>Failure</b>
MartialSepEventNo_Content;My experiments are not some frivolous diversion for the gossipmongers of {{0=...|London|...}} to mock as they please! They looked at me as if I were intending to replace the gears in my longcase clock with stock and barrel of a rifle. Are we not creating weapons of war? Why would compounding weaponry with additional weaponry be unnacceptable?<br /><br />I could not imagine a more advantageous arrangement. However, if the military establishment has no need for the innovation I would bring to the table, then I will put my services to better use!
BarracksSimple1_Title;<b>Service Required</b>
BarracksSimple1_Content;I was admittedly distressed by the Monarchy's insistence upon military service to help quell the uprising. But, as a citizen eager to support my country in any regrettable fashion it required, I willingly offered service, or in the unfortunate case that my affairs elsewise required my attentions, submitted my penalty in full.
BarracksSimple2_Title;<b>Service Required</b>
BarracksSimple2_Content;I was admittedly distressed by the Monarchy's insistence upon military service to help quell the uprising. But, as a citizen eager to support my country in any regrettable fashion it required, I willingly offered service, or in the unfortunate case that my affairs elsewise required my attentions, submitted my penalty in full.
BarracksSimple3_Title;<b>Service Required</b>
BarracksSimple3_Content;I was admittedly distressed by the Monarchy's insistence upon military service to help quell the uprising. But, as a citizen eager to support my country in any regrettable fashion it required, I willingly offered service, or in the unfortunate case that my affairs elsewise required my attentions, submitted my penalty in full.
Sabotage1Now_Title;<b>Cruel Betrayal</b>
Sabotage1Now_Content;I awoke to discover a section of my estate in shambles! {{0=|The exterior wall near the corner of my estate had been struck by an explosive device. I was immediately suspicious of the clear lines of soot at the base, suggesting that the demolition had in fact been calculated to expose a portion of my laboratory.|The papers within my laboratory were scattered about and a small fire had claimed and blackened a portion of the room. Given the frequency of loud noises and odoriferous ingredients emanating from the room, I was not surprised when none in the house noticed anything amiss.}}<br /><br />Though the repairs would prove arduous, it would not deter me from my work. If others were so wanton or jealous as to try to destroy what I had created, it was clear that my work was more vital than ever before!
Player1BeenSabotaged_Title;<b>A Noble Retort</b>
Player1BeenSabotaged_0_Title;<b>A Noble Retort</b>
Player1BeenSabotaged_0_Content;Being a learned individual of noble birth, I am not one easily moved towards aggression. My passions are passions of scholarly determination and intellectual exploration. But when it was made known to me that {{0=...|Oliver|...}} was behind the deplorable physical attack upon my estate, I knew it was my firm duty to respond directly.<br /><br />As a stabled horse would swat away a fly with its tail, my cousin's woeful and inadequate betrayal barely registered upon my thoughts. Yet when I consulted with my barrister, they deemed it necessary that I should issue a sternly worded statement of purpose. Otherwise, I would not be properly protecting my own interests, of course.<br /><br /><b>I decided that in response to their treachery:</b>
DuelRules1_Title;<b>Rules of the Duel</b>
DuelRules1_Content;Over the next few days, I formalized the rules of engagement for a duel that would take place as soon as all parties were able. I knew that I could choose a duel of <b>scientific prowess</b> or <b>pistols</b> at twenty paces.<br /><br />A scientific duel would be a duel where we would compare our research and skill levels in one of four scientific fields to be determined randomly. By adding our total Journal Track levels to our completed Experiments of that type, we would determine the victor!<br /><br />A duel with pistols would be a duel where the victor was determined through sheer chance.<br /><br /><b>The decision was clear to me:</b>
DuelDenounce1_Title;<b>Firm Rebuke</b>
DuelDenounce1_Content;<b>Carefully hand the Storybook to {{0=...|Oliver|...}}. This passage is then read aloud to all players.</b><br /><br />I remember the morning upon which the letter arrived with the stand-up wash. With the scent of rosemary in my freshly sponged hair, a sordid disappointment came upon me. The stern words of my kin were filled with all the pomposity of a marching band and yet issued no official challenge or retort whatsoever. The matter had been settled through alternative means, and my virtuous name amongst the scientific establishment, though stained by my provocative actions, only saw the smallest of setbacks.<br /><br />Perhaps I had craved the excitement of an escalation between myself and my cousin. Or maybe it was the competitive nature of true science and discovery that stirred my lust for familial discontent. It served no purpose to dwell on it further however. The matter was settled and I soon found myself absorbed in my work once again.
AcceptDuel1_Title;<b>Code Duello</b>
AcceptDuel1_0_Title;<b>Code Duello</b>
AcceptDuel1_0_Content;I remember the morning upon which the letter arrived with the stand-up wash. With the scent of rosemary in my freshly sponged hair, my hackles raised and I toppled the warm basin to the floor in my rage! My own cousin, inviting me to a <b>duel</b>!<br /><br />This duel of <b>{{0=...|science|pistols|...}}</b> would {{1=?|compare our Journal Track and Experiments in one of four scientific fields. This field would be determined randomly on the day of the duel.|randomly determine a victor through sheer chance.}}<br /><br /><b>With little deliberation, I put my quill to the page and responded:</b>
DuelDecline1_Title;<b>Letter of Apology</b>
DuelDecline1_Content;While my dear cousin was clearly the guilty party in this arrangement, I had more profitable matters with which to attend. The magnitude and scope were far greater than a simple matter of he-said, she-said.<br /><br />I chose to be the greater individual and issued a formal apology for whatever offenses I had hitherto caused - without legal admittance of guilt - absolving myself of the duty to duel entirely. I hoped that this would spare any needless grudges or hard feelings in the future.
AcceptDuel1b_Title;<b>Duel Accepted</b>
AcceptDuel1b_Content;{{0=|Though I perceived my body as merely a vessel to contain my brilliant mind and dreaded to imagine the wasted time it would take to martial my skills, I would nevertheless answer in the affirmative. Under the eyes of God and the Devil, I would strike with precision and settle this matter with spilt blood.|I decided that honor was above all. I would not be bullied into submission by a sycophant searching for recognition. If a duel was required, then a duel we shall have!}}
DuelResolution1_Title;<b>The Bloody Business</b>
DuelResolution1_Content;<b>This and the subsequent passages are revealed and read aloud to all players.</b><br /><br />As quick as the sun rose above the Carpathian Mountains, the morning of the dreaded duel had arrived. I was eager to settle this business and return home to my laboratory, but not so eager as to miss removing the arrogant smirk from my cousin's lips.<br /><br />{{0=?|I opened the hatch on my carriage, allowing a fresh plume of acrid smoke to billow into the open, revealing my managerie of scientific equipment. I was ready to conduct some true science!|I once again checked the chamber of my pistol, seeing a single polished bullet stationed inside. With a deep breath, I engaged the firing pin with my thumb and holstered the weapon at my side. It was then that I felt the beating of my heart as a chill ran down my spine. I was ready to end this bloody business.}}
DuelResolution1a_Title;<b>{{0=...|Engineering|The Moment of Truth|...}}</b>
DuelResolution1a_Content;{{1=?|The scientific duel will be <b>{{0=...|Engineering|Chemistry|Biology|Occult|...}}</b>.|At a distance of twenty paces, I turned and fired. I heard the report of two shots before a cloud of smoke blurred my vision. In my shocked state, I could not determine if this was two clear shots or the single bullet from my own chamber and the echo of its blast shattering the stillness of the morning.}}
DuelResolution1sci_Title;<b>Science</b>
ScienceDuelTiedRes_Title;<b>Stalemate</b>
ScienceDuelTiedRes_Content;I was quite unimpressed by the efforts of my family member, but while it vexed me to admit it, I was ultimately unable to crush their pitiful {{0=...|Engineering|Chemistry|Biology|Occult|...}} exploits with my own. We did not speak nor shake hands as we exited the dueling grounds, resentment simmering in our heads.<br /><br />As required in the code duello, the matter was now complete, and while personal feelings of injustice may still exist between the parties, this conflict was deemed over.
DuelResolution1b_Title;<b>{{0=?|An Unfortunate Death|Wounded Pride}}</b>
DuelResolution1b_Content;{{1=?|Though I felt a tinge of remorse at the sight, my cousin and I were both aware of the fatal risks this bloody confrontation carried with it. I watched spellbound as {{0=...|Oliver|...}} {{2=|was unceremoniously crushed between two bronze gears. The machine created for this event would need to be disassembled and cleaned before it could be used again.|withered into a rubbery scrap of skin, their blood having been accidentally distilled during the duel. Thankfully, the beakers and pipettes involved in the process could still be used after a proper scrubbing.|was mauled and desecrated into an unrecognizable pile of exposed flesh and muscle. Appreciatively, the experiment used in the duel was docile after feeding and easily recaptured.|disappeared into a swirling silver vortex, leaving behind only a single hand that attempted to prevent this occurrence by grabbing onto a nearby metal fixture. It wriggled for a few moments before expiring.|reeled once before crumpling to the mossy ground. The bullet had hit a major artery that could not be sutured before the loss of blood overwhelmed them. On the more matter-of-fact side, the body that remained was otherwise untouched and was returned to the estate within hours.}}<br /><br />As blood pooled beneath them, staining the dueling grounds crimson, I shielded my eyes and fled from the site. The duel had ended in death. The generation would have to continue based solely upon their willed instructions, penned weeks before the lethal event.<br /><br />As required in the code duello, the matter was now complete, and while personal feelings of injustice may still exist between the parties, this conflict was deemed over.|I watched as my opponent, {{0=...|Oliver|...}} {{2=|suddenly complained of a strained wrist as their pitiful, makeshift contraption grinded to a halt. They|held the side of their arm where a chemical burn had reddened the skin and|grimaced, exposing a deep wound in their forearm as the modified falcon under their care flew far into the distance. They|red-faced, turned to a new page in their occult tome and feigned a paper-cut so egregious that they|burst into tears. Apparently my bullet had struck their shoulder, causing a rip in the fabric and minor cut. Unable to stomach the pain, they}} stumbled to their doctor. While their injuries from the duel were minor, I felt a deep fulfillment in knowing that their insufferable pride had been dealt a cruel blow that morning.<br /><br />As required in the code duello, the matter was now complete, and while personal feelings of injustice may still exist between the parties, this conflict was deemed over.}}
ResistSides_Title;<b>Alliances Are Set</b>
ResistSides_Content;Given the intensity of the conflict, many of our interests could be switched without too much notice. And it is much easier to do so, if we have contributed to the war effort.<br /><br /><b>Choose Sides</b><br />In turn order, each player who built at least <b>{{0=|1 Advanced Weaponry Experiment|2 Advanced Weaponry Experiments}}</b> may choose to flip their Flag token to the opposing side's Flag.<br /><br />Once all players have chosen, continue to the next page.
ResistEnd_Title;<b>{{0=?|Victory for the Resistance|Resistance Quashed}}</b>
ResistEnd_Content;{{3=?|With <b>{{0=...|1|2|...}} buildings destroyed</b>, the message was clear that they were not wanted. Driven by the will of the people and undoubtedly terrified by the enormity of my scientific contributions, the bloodied and beaten faction that had controlled the town limped into the distance leaving the {{1=...|Separatists|Unified Monarchists|...}} to celebrate their victory.|With <b>so few buildings destroyed</b>, the message was clear that the resistance was weak. My final years confirmed a return to normalcy as the efforts of the resisting faction within the region were suppressed and the {{2=...|Unified Monarchists|Separatists|...}} remained vigilant and victorious.}}<br /><br />It was just as I had planned. What a tragedy that mortality dims our eyes just as the dawn's light crests the hills of innovation. I only wish that the next generation knew how I suffered to ensure their triumph.
ResistEnd2_Title;<b>Financial Defenses</b>
ResistEnd2_Content;Advanced weaponry may turn the tide of a battle, but if the army has no monetary support to build and supply their troops with said defenses, the war will eventually be lost. It is this pledge of allegiance that inevitably determined the outcome of the war.<br /><br />Count up how many {{0=...|Unified Monarchists|Separatists|...}} Flag tokens total are face-up in all players' Estates. Then count up how many {{1=...|Separatists|Unified Monarchists|...}} Flag tokens total are face-up in all players' Estates. The army with the most Flag tokens wins the war. <i>(If there is a tie, the {{0=...|Unified Monarchists|Separatists|...}} win the war.)</i><br /><br />Who won the war?
ResistEnd3_Title;<b>Shots Fired</b>
ResistEnd3_Content;It appeared that the contributions of my cousins and I - as entirely expected - were the deciding factor in the war effort for the {{0=...|Separatists|Unified Monarchists|...}}. Our advanced, modern weaponry had proven essential on the battlefield and truly captured the hearts and minds of the populace. But would it be enough?<br /><br /><b>Count the number of completed Advanced Weaponry Experiments among all players.</b> If this number is equal to or greater than <b>{{1=...|3|4|5|...}}</b>, then the {{0=...|Separatists|Unified Monarchists|...}} were successful in overtaking the town's defenses. Otherwise, the {{2=...|Unified Monarchists|Separatists|...}} have won the war.
MonarchReignIntro_SubTitle;Introduction
MonarchReignIntro_Title;A New Generation
MonarchReignIntro_Content;And thus passed an entire generation under the yolk of constant battle and misery. Even after the Monarchists claimed victory, skirmishes broke out within the land between the loyalists to the crown and the angry separatists.<br><br>Over the years, the king was able to reestablish control of the region, especially after making the family's town a supply hub for royal operations across the globe. Through their steady governance, the town's resistance faded to a memory as they realized their prosperity was tied intimately with the will of the king.<br><br>By the time our hero's heir inherited the estate, an uneasy period of stable rule returned to the town and surrounding countryside. Many separatist factions remained, only in the shadows, doing whatever they could to quietly resist the rule of the sovereign.<br><br>Unfortunately, their heirs had been granted a much larger piece of the estate to manage. In fact, all of it. Every cousin's child was named an equal successor to the same plots of land in a mad scheme written into all of the wills simultaneously. It felt almost as if they were being watched and toyed with by an unseen spectral adversary.
RoyalBarnCheck_SubTitle;Setup
RoyalBarnCheck_Title;The Barn
RoyalBarnCheck_Content;With the war ended, the King returned control of the Barn back to the estate, even providing caretakers free of charge to see to its operations.<br><br><i>It was the least I could do for my loyal subjects,</i> the King offered in a letter signed by his royal seal.
RoyalBarnCheck_0_Content;Flip the <b>Barn</b> Estate Upgrade over to its normal side. It has been restored!
BribeDenied_SubTitle;Setup
BribeDenied_Title;Traitorous Rumors
BribeDenied_Content;Rumors that your family had funded the Separatists in the previous generation swirled around the town. Though they are likely untrue, the King's guard confiscates any weaponry tokens they find that may have been caches for an insurgency.
BribeDenied_0_Content;Any players with <icon=S3_WeaponToken> must discard them immediately and gain nothing in their place.
RoyalDecreeExplain_SubTitle;Setup
RoyalDecreeExplain_Title;Royal Favors
RoyalDecreeExplain_Content;While my influence was no longer as direct as a {{0=|Tiger Launcher|Psychic Mindbomb|Irresistible Aphrodisiac|Helmet-Mounted Flamethrower}} or a {{1=|Steam Grenade|Remote Controlled Plague Rat Swarm|Flaming Pitchfork|Mechanized Human Armor Suit|Dream Stealer}} appearing on the battlefield in all their glory, a pocket full of coin and a persuasive meal could also perform similarly with the right individual. That individual just so happened to be stationed in the newly built Unified Monarchist property in town. I would find myself frequenting this office when I wanted to redirect the oppression of local policies from the crown.<br><br><b>Exercising Royal Decrees</b><br>Anytime you visit the <b>Royal Advisor</b> and pay $1, you will be given the opportunity to make a Royal Decree that will affect the region.
RoyalDecreeExplain_0_Content;Look at each player's <i>Allegiance Track</i>. Every player receives 1 <icon=S3_CrownToken> from the Supply for every 3 checkpoints they passed on the Monarchist side of the track (Rounded down).<br><br>For example, if a player had reached the value 4 space on the Monarchist side, they would receive 1 <icon=S3_CrownToken> since they passed the 1, 2, and 4 checkpoints.<br><br>Then remove the <i>Allegiance Track</i> token and each player's tracking tokens from the game.
RoyalPriceisRight_SubTitle;Setup
RoyalPriceisRight_Title;Rebuilding the Town
RoyalPriceisRight_Content;With such direct access to royalty, it was mere weeks before I garnered a curious intrigue for my work. I knew this notoriety would serve my purposes well and shield me from scrutiny of my more unscrupulous designs.<br><br>However, intrigue is what I desired. Suspicions, I did not. I aimed to remain like a whispering shadow, a ghostly hand so close as to curry favor and power, yet far enough removed to not arouse undesired attention. With such dark work to be done, it would require a deft and meticulous hand. And as luck would have it, this was precisely what I was born to do.
RoyalPriceisRight_0_Content;Turn the Village Chronicles to <b>Page 10</b> for the <b>Early Years</b>.<br><br>Place the Suspicion Marker (Gray Angry Mob token) on the <b>first space of the Suspicion Track</b> (containing the setup icon).{{0=?|<br><br>Every player must pay an immediate $2 estate tax now and at the beginning of each round this generation.}}
MonarchReign_Title;Monarch Reign
MonarchReign_Allegiance_Title;Monarchist Allegiance
MonarchReign_Allegiance_Content;If a player does <b>NOT</b> have a Unified Monarchist Flag token face-up, their <b>Self</b> piece {{0=?|cannot visit a Town Location.|only takes an action <b>once</b> when visiting a Town Location.}}
MonarchReign_CrownTokens_Title;<icon=S3_CrownToken> Tokens
MonarchReign_CrownTokens_ClickHere; When a player gains a <icon=S3_CrownToken>.
MonarchReign_CrownTokens_Content;
MonarchReign_RoyalDecrees_Title;<icon=StorybookToken> Royal Decrees
MonarchReign_RoyalDecrees_ClickHere; When a player takes the action at the <icon=StorybookToken> Royal Decrees location.
MonarchReign_RoyalDecrees_Content;
MonarchReign_TownChurch_Title;<icon=StorybookToken> Town Church
MonarchReign_TownChurch_ClickHere; When a player visits the <icon=StorybookToken> Town Church.
MonarchReign_TownChurch_Content;
MonarchReign_CommemorativeStatue_Title;<icon=StorybookToken> Commemorative Statue
MonarchReign_CommemorativeStatue_ClickHere; When a player visits the <icon=StorybookToken> Commemorative Statue.
MonarchReign_CommemorativeStatue_Content;
MonarchReign_NextRoundSetup_Content;{{0=?|Turn the Village Chronicles to <b>Page 11</b> for the <b>Middle Years</b>.|Turn the Village Chronicles to <b>Page 12</b> for the <b>Late Years</b>.}}{{1=?|<br><br>Every player must pay an immediate $2 estate tax for the new round.}}
FirstCrownCons_Title;Secrets in the Shadows
FirstCrownCons_Content;As the cousin met with the Royal Envoy to curry favor with the King, their sleeve accidentally caught on the corner of the table. Underneath a stack of papers, a small leather-bound booklet was revealed with an unfamiliar symbol embossed on its cover.<br><br>The envoy quickly covered the booklet and cleared his throat. <i>There are others who also reward loyalty and ambition,</i> he whispered, his eyes darting toward the door. <i>They operate in the shadows of the Crown, guiding the hand that holds the scepter. Should you wish to serve a higher purpose... keep that token close.</i>
FirstCrownCons_0_Content;Gain 1 <icon=S3_CrownToken> from the Supply.<br><br>During this Generation, players may spend <icon=S3_CrownToken> at the <b>Royal Decrees</b> location to enact laws in the King's name!
CrownCons_Title;AWhispered Invitation
CrownCons_Content;Once again, the Royal Envoy passes a small heavy token across the mahogany desk, accompanied by a knowing nod. The weight of the gold feels heavier than mere currency - it is the weight of authority itself.
CrownCons_0_Content;Gain 1 <icon=S3_CrownToken> from the Supply.
ReignIntro_Title;The Halls of Power
ReignIntro_Content1;How many <icon=S3_CrownToken> will this player spend (in addition to the 1 required for the action space) to issue a Royal Decree?<br><br><link=0>0</link> | <link=1>1</link> | <link=2>2</link> | <link=3>3</link>
ReignHUB_Title;Royal Decrees
ReignHUB_Content1;Which Royal Decree would <b>{{0=_}}</b> like to enact?{{1=?|<br><br><link=0>Mandatory Curfew</link>}}{{2=?|<br><br><link=1>Scientific Subsidies</link>}}{{3=?|<br><br><link=2>Grave Robbing Clemency</link>}}{{4=?|<br><br><link=3>Charitable Hospitals</link>}}{{5=?|<br><br><link=4>Royal Conscription</link>}}{{6=?|<br><br><link=5>Public Works & Parks</link>}}{{7=?|<br><br><link=6>Inquisitorial Warrant</link>}}{{8=?|<br><br><link=7>Festival of Enlightenment</link>}}<br><br><link=8>Nevermind (Exit)</link>
Reign1_Title;Royal {{0=|Decision|Dilemma|Conundrum}}
Reign1_Content;<b>Carefully hand the Storybook to {{0=reigntemp}}. This passage is then read aloud to all players.</b><br><br>{{1=|After a brief dinner,|With some rejuvenating spirits and food in our bellies,|I easily ingratiated myself into the man's inner circle with a gentle financial nudge. Soon,}} the royal advisor confided in me that he felt somewhat stifled by what he deemed "insignificant matters of this region." I, of course, offered to aide in his endeavors.<br><br>It was only proper that my assistance would result in a boon for my own ventures. In fact, the precise decision I made had very little effect on the region itself insomuch that I cannot recall what it was. The most important question was, would benevolence or cruelty serve me best?<br><br><b>The choice became clear to me after a momentary deliberation. I chose:</b>
Reign1_Content1;<link=0>I took the side of the people.</link> This will result in: {{0=crownL}} {{1=ch1}}<br><br><link=1>To hell with the people.</link> This will result in: {{2=crownR}} {{3=ch2}}
Reign1b_Content;The advisor thanked me for the assistance. From our short conversation, I knew that my friend was quite put upon by decision-making processes. I was quite certain that he would do as I suggested as contemplation would only waste time that could be better spent {{0=|waxing his mustache.|adjusting his girdle.|sampling wine and cheese.}}
