Tag;English_Source
Witchres2_Title;The Witch Unmasked!
Witchres3_Title;A False Accusation!
Witchres3_Content;{{0=JournalHeader}}<br><br>Alas, the mob's fury fell upon an innocent soul! Despite desperate protestations of innocence, <b>{{1=FalseWitch}}</b> was publicly shamed and locked in the stocks, while the true Witch smiled from the shadows.
S4IsoBrick_Title;Most Honored Philanthropist
S4IsoBrick_Content;<b>Newsprint - {{0=NewspaperName}} - <i>{{1=Date}}</i></b><br><br>The final tally of Memorial Bricks donated toward the preservation of {{2=TownName}} has been completed! The mayor has prepared a grand ceremony to award the <b>Key to the City</b> to our most generous benefactor.
S4IsoBrick_0_Content;The player with the most <b>Memorial Bricks</b> (if tied, break ties in turn order) receives the <b>Key to the City</b> token and gains <b>{{0=VpGain}}VP</b>!<br><br><i>(Keep your Memorial Bricks in front of you for now.)</i>
Foreign_EndGen_Popup_Content;Perform all normal End of Generation steps.<br><br>Remove all player pieces and the <icon=S2_WitchHexToken> token from the Village Chronicle.{{0=?|<br><br>Return the <icon=StorybookToken> on the 35VP space to the Scenario box.}}
S4Foreign1_Title;Construction Matters
S4Foreign1_Content;<b>Newsprint - {{0=NewspaperName}} - <i>{{1=Date}}</i></b><br><br>As a new generation dawns, the fate of the town hinges upon the great perimeter wall project. Count the total number of <b>Memorial Bricks</b> collected by all players combined.
S4Foreign1_Content0;<link=0>The players have {{0=Wal}} or more Memorial Bricks in total</link><br><link=1>The players have fewer than {{0=Wal}} Memorial Bricks in total</link>
S4Foreign3_Title;Protected Against Witchcraft
CreatureIntro_SubTitle;Towards Civility
CreatureIntro_Content;{{0=<b>Letter from Oliver - <i>2 March 1863. Romania.</i></b>}}<br /><br />As mariners are wont to say - there is always a lull before the storm. As I am wont to say - a lowering of barometric pressure generally occurs before the storm. And this idiom certainly applies to the horror of my current situation.<br /><br />My family's manor is set on a small precipice, its imposing iron gate emerging from the forest like the mouth of an otherworldly beast. You have no doubt seen the daguerreotype, so I will not delve further into detail. I remembered the daunting architecture from my youth, and returning to claim my inheritance left me feeling trepidatious.<br /><br />Whatever the cause, it appears the delirium of the past has ebbed and conversations about the darker history of the town are now relegated to whispers in private. The consensus is that justice has been served and modern living has prevailed over the old ways. In fact, there are many who deny that the events occurred at all.<br /><br />The underlying symptoms of mass hysteria have channeled themselves into other menial and unproductive modes of thinking. I am of the opinion that they overcompensate for the shames of their past. While the ground has just been broken, the district has invested in the most modern alienist philosophies - absurd and untested as those theories are - and a new Asylum is being constructed to focus on the rehabilitation of the mind.<br /><br />So, like a wolf licking its wounds, the town has returned to a relative peace. And for a moment, it seemed that the calm would provide a welcome atmosphere to return to my labors.<br /><br />That is, until the Creature appeared in my window one night, its bulky frame wet with rain.
CreatureDemands_Title;The Creature's Demands
CreatureDemands_Content;<b>Letter from {{0=Oliver}} - <i>(Cont.)</i></b><br /><br />To my surprise, the hideous monster could speak, his jaw supported by a crudely stitched black thread which exposed the inner muscle when it moved. In deep, guttural tones, he conveyed his hatred for my grandfather, who had created him and abandoned him, helpless in the wild. "I was forcefully orphaned. Left to fend for myself while his sons and daughters existed in luxury," he groaned.<br /><br />They say the sins of the father are passed on to the children, but rarely does this obligation skip a full generation. "You owe me a great debt, and I am here to demand payment," he stated firmly, and obstructed my escape until he could finish his tale. I was awestruck by his chilling words and the revelation that our family's dark secrets were indeed a reality.<br /><br />Cursed into existence despite his decaying form, my grandfather's experiment demanded to live out his days with a faithful companion, another being who can understand the torture of existence. That it was my family's duty to atone for these sins and create it for him!<br /><br />With a final turn, his grotesque figure framed in moonlight, he vowed that if we did not, he would exact a terrible vengeance upon our houses, so that we may know first-hand what torment he has endured!
TheCreatureCard_Title;The Creature
TheCreatureCard_Content;{{0=<b>Brief Journal Excerpt - Oliver - <i>4 March 1863.</i></b>}}<br /><br />The unexpected presence of the malformed creature stunned the family and shocked my senses. Is it possible that these were not merely "plans and sketches" passed down to us through the generations, but the horrible realization of an experiment of our grandfather's?<br /><br /><b>Does any player have The Creature Masterwork Experiment?</b>
TheCreatureYes_Title;Hideous Motivation
TheCreatureYes_Content;<b>Brief Journal Excerpt - <i>(date and name illegible)</i></b><br /><br />I knew now that I could not sit idly by, knowing that my grandfather's amazing failure was creeping around the countryside. I resolved to assess and improve my family's technique and create a true Masterwork that would secure our legacy.
Guilt_Title;Wracked with Guilt
Guilt_Content;{{0=<b>Journal Entry - Oliver</b>}}<br /><br />{{1=|Creating life against my will only to feed the urges of a hideous fiend? Am I forced to forever suffer for the sins of my family? What good can come from aiding the devil's work?|I curse my grandfather for thrusting this abomination into the world and dooming us to accommodate its unnatural wants. Oh, how the sorrow encompasses me!}}<br /><br />The experiment is complete, but I cannot bear to look upon it! What foul work! I have remained in my bedchamber for weeks in a wretched state of remorse. But, when I emerge from my infernal cocoon of solitude, I will rip that cursed page from my journal and throw it hence into the fireplace.
AsylumOpps_Title;The Esteemed Institution
AsylumOpps_Content;{{0=<b>Letter from Oliver</b>}}<br /><br />If you are not already aware, the new Asylum has begun operations. Naturally, I encountered my dear cousins at the ribbon-cutting ceremony just weeks ago. As was customary during these sorts of celebrations, the mayor of <b>{{1=Ravenbrook}}</b> was dolefully in attendance, as were several visiting dignitaries of various unimportance.<br /><br />If it weren't enough to stunt my studies with niceties, the event that followed a few days later served to compound my annoyance with this pseudoscience. One of my servants had willingly admitted themselves to this untested facility! And after all the care I had given them!<br /><br />I fear I will be forced to visit this place now. Perhaps the introduction of these alienist philosophies will soothe my anxieties. Ha! I chortled so hard at that I nearly spilt my brandy upon the page.
AsylumOpp2_Title;Business Opportunity
AsylumOpp2_Content;<b>Letter from {{0=Oliver}} - <i>(cont.)</i></b><br /><br />I have left out one singular detail of the event that gained my attention. As I was heading to my carriage, a tall old man with a long white mustache accosted me and noticed my disapproval of the situation. He was clad in black from head to foot with ruddy lips, frosted eyebrows, and a distinct paleness to his features.<br /><br />"You don't believe this hogwash about rehabilitation, do you?" he asked while scrunching his aquiline nose. "French institutions and liberal nutcases all of them. Help them once and they'll <b>raise your taxes</b>, forcing you to help them again."<br /><br />"Some people are made to be workers. And some unfortunate fools are born with insanities that cannot be cured. But, I believe that everyone has a place and every temperament a utility."<br /><br />The man invited me to stop by his newly acquired home on the outskirts of town, if perhaps I thought this Asylum could be better utilized for our mutual purposes.
AsylumSignIn_Title;Visit to the Sanatorium
AsylumSignIn_Content;The meager facility appeared bleak and outdated from its exterior - less a haven for the mentally ill and more a glorified tavern. Yet upon entering, I found the halls clean and the separation between patient quarters and caregiver offices to be adequate.<br /><br /><b>I gave my name to the receptionist:</b>
AsylumMeet_Title;Retrieval of Property
AsylumMeet_Content;<b>{{0=Oliver}}'s Journal - <i>{{1=4 March, 1863.}}</i></b><br /><br />I soon discovered my lost servant, clad in a leather device that restricted the movement of their arms, but otherwise enjoying a walk among the grounds.<br /><br />The alienist on staff described symptoms of extreme paranoia and dementia that seemed to coincide with their employment at my estate. "The patient was suffering from minor delusions and frayed nerves," they stated pointedly before offering an intriguing choice.<br /><br />"We can entrust them to your care again now. Or for a minor fee - complete the rehabilitative process. {{2=|We find that many of these issues are solved by releasing some of the pressure on the cortex by drilling a dime-size hole in the skull.|The cerebellum is especially sensitive to a concentrated electrical shock. While the singed skin and hair produce a noxious smell, the effectiveness is undeniable.}} They become very placid."
AsylumComplete_Title;Perhaps Stubborn, Perhaps Illiterate
AsylumComplete_Content;<b>Collected Letters - {{0=Oliver}} - <i>{{1=4 March, 1863.}}</i></b><br /><br />The most unusual thing happened to me the other day. I am almost embarrassed to state it.<br /><br />I decided to visit the new Asylum in town to inspect the structure and determine its suitability for further research and investment. I had a startling sense of deja vu upon entering the institution which was further exacerbated by the puzzled look of the receptionist when I gave my name at the door. I think she half expected me to turn myself in.<br /><br />Suddenly it came back to me that I had already visited for the first time and apparently don't follow instructions very well. Appreciatively, I was given a small sedative before exiting the halls of the laughing academy once more.
BusinessMeet_Title;Meeting on the Hill
BusinessMeet_Content;The estate on the hill was clearly owned by an individual with similar tastes to my family. {{0=|With distinct gothic style, a robust gate and fencing stretching the perimeter of the plot and an entryway leading towards a dual staircase carpetted with crimson linens of the finest quality, the decor struck me as appropriately imposing.|I was particularly struck by the fine, gray exterior with hip and gable roofing structures and metal spires. A proper gentleman of distinguished inclinations - and wealth to match - no doubt resided within.}}<br /><br />Above the door, I noticed the nameplate engraved in stone: Count Vlad III Dracula.<br /><br /><b>I entered and gave my name to the butler:</b>
BusinessMeetIntro_Title;A Sly Investment
BusinessMeetIntro_Content;<b>Journal Entry of {{0=Oliver}} - <i>{{1=4 March, 1863.}}</i></b><br /><br />{{2=|The Count and what appeared to be several visitors sharing similar, friendly, yet distant demeanors urged me towards a sumptuous banquet table arranged as if my presence had been expected that very evening. I dined upon portions of creamed pheasant, black puddings, ostropel, and a healthy share of plum brandy. The food was so varied and rich that I was surprised that when the courses waned a hunger still remained with me.|The Count's attendant ushered me into the study, where the gentleman relaxed in a daychair sipping from a glass full of deep red wine. He bid me sit and we talked for many minutes as I observed the mahogany shelves that lined the room, overloaded with books that appeared so new the spines had not been cracked.}}<br /><br />At length, the Count brought up the business at hand. "I enjoy tradition. Unlike the wiles of modern philosophies which sway in and out of vogue, I believe that investment should be based not solely on the kindness of one's heart and a vague promise, but on real trade. I gain some thing, you gain some thing."<br /><br />He ventured that he had an offer that would intrigue me.
BusMeetPrivacy_Title;A Private Audience
BusMeetOffer_Title;A Sly Investment
BusMeetOffer_Content;<b>Journal Entry of {{0=Oliver}} - <i>(cont.)</i></b><br /><br />{{1=|I could distinctly see fine hairs growing from the center of his palm as he talked.|He leaned forward, speaking with a coarse whisper and I could smell a rankness in his breath.}} "Donate and let's forget this rehabilitation business. Remember, <b>you are not obligated to pay now</b>. We will arrange payment in your <b>waning years</b>, I'm sure."<br /><br />{{2=?|The man smiled once again. "Of course, let us try a second time."<br /><br />}}"<b>For $1</b>, you have my word that if I have gained a foothold in the region, I will provide you a <b>new servant</b> with each passing decade."<br /><br />{{3=?|"<b>For $2</b>, I will guarantee a lucrative investment in labor <i>(you will immediately gain the Ball and Chain Estate Upgrade)</i>."<br /><br />}}{{4=?|"<b>For $3</b>, I will offer you the <b>deed to my home</b> for use at your leisure when this Asylum business has concluded."<br /><br />}}I was admittedly not impressed by the offer, but perhaps this was the opening of negotiations.<br /><br /><b>How much would you like to invest?</b>
BusMeetOffer_Content1;<link=0>$3.</link>
BusMeetOffer_Content2;<link=0>$2.</link>
BusMeetOffer_Content3;<link=0>$1.</link>
BusMeetOffer_Content4;<link=0>I'm not convinced.</link> <i>This option will provide a fifty percent chance of improving the deal or ending it immediately.</i>
BusMeetOffer_Content5;<link=0>I will pass.</link>
BusThanks_Title;Thanks Are In Order
BusThanks_Content;<b>Journal Entry of {{0=Oliver}} - <i>(cont.)</i></b><br /><br />The old man stood abruptly and shook my hand. I felt an icy chill reverberate through my body.<br /><br />"Thank you for your contribution. {{1=?|Now, if you'll excuse me, I am expected elsewhere and will have my man see you out. It has been a pleasure. An absolute delight."<br /><br />I was offered a pastry and coffee on my way out, which I politely declined.|But, if you'll indulge me, I have one more topic of conversation to address."<br /><br />The old man then smiled in my direction and I saw the tips of his fangs extend over his ruby lips.}}
BusNo_Title;Declined Offer
BusNo_Content;<b>Journal Entry of {{0=Oliver}} - <i>(cont.)</i></b><br /><br />The man sniffed loudly, twitching his nostrils while his cheeks noticeably reddened. "Well I believe our business here is done. {{1=|I'm afraid I must be obstinate in the nature of my offer.|I'm terribly beside myself that we could not come to firm agreement.}} I will have my man see you out. Goodbye, yes."<br /><br />I felt the door shutter close behind me abruptly as I exited. It took the entire carriage ride home to calm my nerves after that blustery event.
BusBargain_Title;An Improved Deal
BusBargain_Content;<b>Journal Entry of {{0=Oliver}} - <i>(cont.)</i></b><br /><br />"Ahh, a shrewd negotiator," he stated with an air of incredulity, though I could not discern if it was a calculated effort to flatter me. "{{1=|Well, it appears you have me at a disadvantage since I extended the invitation. How about I put in a good word with my charge at the Town Hall? I'm sure it would be nice to have some of your scientific achievements recognized by the public.|I was wise to contact you. You are unlike the other buffoons who would simply agree to any offer thrown at them. If I cannot tempt you with a monetary deal, perhaps my clout in academia will sway you. I will be sure to advertise your name to the universities in London upon my next visit.}}"<br /><br /><i>If I decide to accept the offer, I will now receive a <b>few VPs</b> along with my contribution.</i>
CountCureQuestion_Title;An Unspoken Request
CountCureQuestion1_Title;To Remove A Curse
CountCureQuestion1_Content;<b>Journal Entry of {{0=Oliver}} - <i>(cont.)</i></b><br /><br />Before I returned to my carriage, the old count entreated me once again, this time with words soft-spoken: "My friend," he spoke, "I understand that this will take some time to procure, but waiting is not something to which I am unaccustomed. I am in dire need of assistance from your alternative expertise. I am a vampyre."<br /><br />How he knew of my secret workings and why he then revealed the nature of his affliction I cannot know, but where the discovery would send a normal person into shock, the revelation delighted me.<br /><br />"I have lived too many years with this undying thirst for blood with which to sustain my youth. If you provide me a cure, I will offer you the same gift of strength and vitality that I myself have harbored all these years."
S4Asylum_Title;Private Investors
S4Asylum_Content;{{0=<b>Letter from Oliver</b>}}<br /><br />The Asylum, while marginally effective in its treatments, appears to be struggling financially - something which I had cautioned earlier about the town's philanthropic pursuits. Lock a deranged person in a room and inevitably the cost of care will outweigh the revenue received.<br /><br />Of course, I was once again asked for assistance: "Surely you are familiar with Hanwell Asylum and the recent progressive reforms presented by Mattineau. Rehabilitation is the moral treatment option," they repeated. I was glad that at least in this scenario, their fundraising efforts came with a tangible reward.
S4Asylum2_Title;Asylum Support
S4Asylum2_Content;For a generous donation, the Asylum will offer a new service to anyone in our family who may prove interested: The Asylum has decided upon a <b>{{0=|Asylum Labor Union|Key to the Asylum|Asylum Share}}</b> program for their premium contributors. Financial investment could help fund further positive advancements within the town, but would the investment be worth it?<br /><br />{{1=|<b>Asylum Labor Union</b><br />Anytime you visit the Asylum, you <b>gain $2</b> in addition to the effect of the Location.|<b>Key to the Asylum</b><br />Anytime you visit the Asylum, you may <b>pay $2 to gain a Caretaker from Lost</b> in addition to the effect of the Location.|<b>Asylum Share</b><br />Anytime you visit the Asylum, you may <b>return a Servant to Lost to take a Perform Experiment</b> action in addition to the effect of the Location. <i>This Servant may be a Servant you have already placed this round.</i>}}
S4Asylum3_Title;Asylum Resolution
S4Asylum3_Content;The Institution thanked us for our consideration. I was certain that the consequences of our decision would not be resolved until a later date.<br /><br /><b>How many players chose to buy an Asylum Estate Upgrade?</b>
S4Asylum3_Content1;<link=0>None.</link>
S4Asylum3_Content2;<link=0>1.</link>
S4Asylum3_Content3;<link=0>2.</link>
S4Asylum3_Content4;<link=0>3.</link>
S4Asylum3_Content5;<link=0>4.</link>
S4Creature1_Title;Grandfather's Creation Returns
S4Creature1_Content;The lumbering Creature has returned to claim its request. If we are unable to provide, the consequences will be severe.<br /><br /><b>Did we create the {{0=|Puppy|Bride|Puppy and Bride}} that the creature requested?</b><br /><br />Answer <b>Yes</b> if we <b>created the {{1=|Puppy|Bride|Puppy and Bride}}</b> as requested. Otherwise, answer <b>No</b>.
S4GoodCreature_Title;The Creature is Appeased
S4GoodCreature_Content;{{0=<b>Journal Entry - Oliver</b>}}<br /><br />I have made peace with the monster, though in so doing I have ensured my place in the fires of hell. With my death, I free my heir from the shackles of sin. My sacrifice will not be in vain! The legacy will transcend me.<br /><br />So ends the curse upon my family.
S4CompareTotals_Title;Total Contributions
S4CompareTotals_Content;The Asylum received a total of <b>${{0=4}}</b> in donations.<br />The Count received a total of <b>${{1=3}}</b> in donations.<br /><br />{{2=|The funds offered were equal. This indecisiveness will result in our perceived support for treatment.|The Count will be pleased.|Hopefully this support will strengthen our relationship with the Asylum.}}
S4CountCure_Title;A Cursed Cure
S4CountCure1_Title;A Cursed Cure
S4CountCure1_Content;<b>Journal of {{0=Oliver}} - <i>{{1=4 March, 1863.}}</i></b><br /><br />Strange, though expected occurrence today: The old man that I had once visited came to my doorstep. Though his dark garments were well-pressed, he walked with an unsteady step, seemingly enfeebled by his ailment.<br /><br />He was cordial, but desperate in his hope that I had procured the needed cure for his supernatural affliction.<br /><br /><b>Will you offer a cure to the Count for his affliction?</b>
S4CountCure1_Content1;<link=0>Yes.</link> <i>(You will donate a completed C-Level Occult Experiment.)</i>
S4CountCure1_Content2;<link=0>No.</link> <i>(You must choose this option if you do not have a completed C-Level Occult Experiment.)</i>
CureCountYes_Title;Cure Confirmed
CureCountYes_Content;<b>Journal of {{0=Oliver}} - <i>(Cont.)</i></b><br /><br />The old Count smiled, assessing the schematics which I had prepared. His long fingernails carefully rolled the parchment and he wrapped it with a singular piece of twine. "This will do nicely."<br /><br />"I have made many mistakes over the past centuries. And I have made many enemies because of this. I am sorry to have misrepresented myself." The count turned towards me then, his white fangs perched upon his red lips and his elevated black collar obscuring a portion of his face. "I intend to use the cure. Just not upon myself. I will offer the cure to all of my enemies whether they crave it or not. With this, I will make these fools pay! Their bones will turn to dust, and I, Vlad Dracula will rise once more!" The old Count tilted his head back and cackled deep in his chest.<br /><br />The Count's laughter was infectious - I could not help but join in myself.
CureCountNo_Title;Cure Denied
CureCountNo_Content;<b>Journal of {{0=Oliver}} - <i>(Cont.)</i></b><br /><br />The old man suddenly became animated, doffing his feeble demeanor and hissing like a feral cat. With a dramatic flourish, he whirled his cloak about him, swiftly wrapping himself in a dark cocoon. With a sudden burst of fog, the old Count vanished as a black cat jumped onto the windowsill. The cat fled through the open window and out into the night.<br /><br />All that remained was a red rose once stuck to his lapel, now fallen to the ground where it withered and dried right before my eyes. Perhaps, I had been rash in my judgement.
Payment1Privacy_Title;Collection Day
Payment1Collection_Title;Collection Day
Payment1Collection_Content;<b>Journal of {{0=Oliver}} - <i>1892. Romania.</i></b><br /><br />My final days of respite were rudely interrupted by a couple of gentlemen with dark overcoats and carmine lapels. They entered my home during supper, pressing past the caretaker and casually voicing their apologies.<br /><br />One of them began to speak with a sinister accent of which I was unfamiliar. His exaggerated widow's peak and slick, black hair remained perfect throughout our discourse. "Our lord wanted us to express our gratitude for your pledged contribution. Before you croak, we wanted to see if you have the <b>${{1=3}}</b> you owe him."
Payment1Collection_Content1;<link=0>Yes, I will pay the entire amount now.</link>
Payment1Collection_Content2;<link=0>No, I will not pay.</link> <i>(You must choose this option if you cannot pay.)</i>
Payment1Thanks_Title;The Count's Payment Received
Payment1Thanks_Content;<b>Journal of {{0=Oliver}} - <i>1892. Romania.</i></b><br /><br />The men were pleased with my generous decision and pledged to never return again. Though they expressed themselves firmly, I was impressed to see them turn and gracefully exit without leaving a single speck of dust upon the carpeted entryway.
Payment1No_Title;The Count is Disappointed
Payment1No_Content;<b>Journal of {{0=Oliver}} - <i>1892. Romania.</i></b><br /><br />"Our employer will not be pleased by this decision," the other man hissed, then raised his ebony cloak just below his eyes and made a hasty, yet graceful exit from my Estate with his followers in tow. The insinuative nerve of that individual! Why they would not contact the executor to settle their minor financial quibbles is beyond my understanding!
S4Jail1_Title;The Creature's Aid
S4Jail1_Content;Remove all player pieces from the board and perform the End of a Generation. Return any remaining <b>{{0=|Asylum Labor Union|Key to the Asylum|Asylum Share}}</b> tiles to the box. {{1=?|Return the <b>House on the Hill</b> tile to the Scenario box.}}<br /><br /><b>Collected Letters - <i>Shelley, Herbert - February 1892.</i></b><br /><br />{{2=?|Your previous letter appeared rushed and ended with incoherent scribblings. What is this creature business and why have you failed "in the eyes of god" by <b>aiding the poor thing</b>? Are you quite sure about your own mental state?<br /><br />I have heard a rumor that the <b>Asylum has expanded</b>. Perhaps your recent bout of good will spawned this charitable fortune. Whether it is so or not, my friend, I would refer you to it. Not necessarily by way of admitting yourself - unless you feel obliged - but perhaps they could recommend you a remedy to calm your thoughts. I suspect you may require more than a spot of tea and bed rest.|What is this nonsense I hear about a hideous <b>creature left stalking about the countryside</b> in your region? I ask you only because your recent letters about experiments have been quite unforthcoming.<br /><br />I may disagree with your methods, but I have always attempted to stand by you as an academic. Allowing a monster to wander through the land unchecked, and by many accounts stealing and murdering along the way - why I believe this is sufficient grounds for which to end a friendship.<br /><br />This decision has caused people to <b>lose faith in the security of the Asylum</b>, thinking now that madmen are running through the streets. And I certainly don't blame them.}}
S4Jail2_Title;Money Talks
S4Jail2_Content;Remove all player pieces from the board and perform the End of a Generation. Return any remaining <b>{{0=|Asylum Labor Union|Key to the Asylum|Asylum Share}}</b> tiles to the box. {{1=?|Return the <b>House on the Hill</b> tile to the Scenario box.}}<br /><br /><b>Collected Letters - <i>Shelley, Herbert - February 1892.</i></b><br /><br />{{2=?|Is it true they have plans to convert the Asylum into a private penitentiary? If I were to venture a guess, I would assume <b>your investments</b> may have had a hand in it.<br /><br />Well, I say good riddance. The thought of spending precious resources to reform a mind already lost when they could be put to better use manually. It is like trying to unrotten a rotten fruit!|Since your last letter, I have heard rumors that with <b>generous financial backing</b> from some anonymous donors, they are expanding the Asylum. Given your disposition, I would not be surprised to discover that you had a direct hand in it.<br /><br />I say it is a positive thing, this mental rehabilitation. I've always been intrigued by the potential of the human mind both to adapt and to be adapted upon. Though, I suggest you keep your distance. They may mistake your jocularity for insanity and admit you. Wouldn't that be something?}}
S4BadCreature_Title;The Creature Exacts Its Revenge
S4BadCreature_Content;{{0=<b>Journal Entry - Oliver</b>}}<br /><br />I am ruined! Oh how naive I had been to ignore the warnings of my mother and father. They warned me to be vigilant! But I was too proud to believe in superstitious and illogical things such as curses!<br /><br />As I slept last night, my estate was breached by a stealthy and merciless beast! And when I awoke, it was to an empty bed and the sound of screaming. I rushed to the window only to see the Creature with his disfigured face carved into a sinister grin, his hands and clothes stained red. He held a burning torch aloft while his black stallion reared. With a swift pull on the reins, he escaped deep into the forest.<br /><br />Hours later, the pall only darkened as news of my cousins' own tragedies weepingly arrived. A similar fate had befallen their spouses as they were wrenched from the living world by the beast.<br /><br />I have only sorrow and hatred left roiling in my heart! I vow to remove that cursed thing from the Earth and reclaim my family's legacy!
RareCreatureBonus_Title;Minor Compassion
RareCreatureBonus_Content;The Creature was not unrelenting in its vengeance. For upon the next morning, I discovered a heap of torn pages, scraps kept bundled in twine yet perfectly legible after all these years. Though my cousins and I had endured an unbearable hardship, my contribution was not left unrewarded.
IsolationIntro_SubTitle;Isolation and Ignorance
IsolationIntro_Content;<b>Letter from {{0=randomPlayer}} - <i>30 March, 1892. Romania</i></b><br><br>Years have passed and our great experiments have still gone unfinished. Our family is all that remains of any sane mind as the neighboring residents have all turned completely sour on the prospect of scientific study. The wall that was intended to protect the townspeople has instead become a shelter from any progress the modern world could offer. They continue with their backward thinking and live as savages.<br><br>We can only hope our family can accomplish our goals even behind this wall of ignorance.
IsoBricksRes_Title;Reward for Investment
IsoBricksRes_Content;{{0=letterHeader}}<br><br>My Dear Cousin,<br><br>Thankfully, a few generations back our family had the foresight to invest heavily in the construction of the city walls. At this point, the people look to these walls as almost a shrine for safety and prosperity. Despite my eccentric behavior, they have been willing to look the other way in honor of our ancestor's contribution.
WitchIsolationResolution_Title;Minor Recompense
WitchIsolationResolution_Content;<b>Journal of {{0=witch}} - <i>Date unknown</i></b><br><br>Because our ancestor was falsely accused of practicing witchcraft over 25 years ago, some of the townsfolk were still whispering behind my back when I came into the town square. I used this notoriety to my advantage as the fear in their eyes allowed me to coerce some information out of a few scholars at the university before they closed its doors.
Creepy1stPlayer_Title;Excellence Distrusted
Creepy1stPlayer_Content;<b>Letter from {{0=randomPlayer}} - <i>November, 1892. Romania</i></b><br><br>My Dear Cousin,<br><br>Why is it that excellence is always met with such suspicion? As it stands right now, it is clear our branch of the family has made the greatest steps towards achieving the goal of completing our ancestor's Masterwork. Why the people of {{1=townName}} view this with such distrust can only be summed up with the word "jealousy".
Isolation_Title;The Cost of Freedom
IsoIdentificationSignIn_Title;Verification of Identity
IsoIdentification_Title;Verification of Identity
IsoIdentification_Content;<b>Diary of {{0=tempId}} - <i>{{1=date}}</i></b><br><br>I suffered the indignity of standing in line for two hours to verify my identity today at the Town Hall. What is this society coming to when everyone is met with such distrust?
SmugConsequence_Title;Smuggling Goods
SmugConsequence_Content;<b>Constabulary Report - <i>{{0=date}}</i></b><br><br>There is suspected smuggling activity at the dock, and our officers were dispatched immediately to apprehend the suspect:
S4Con1_Title;Caught in the Act
S4Con1_Content;<b>Letter from {{0=tempId}} - <i>{{1=date}}</i></b><br><br>I was very nearly caught procuring some illicit supplies from the dock. Thankfully, my contacts were able to distract the constabulary enough so that I could slip away with the shipment, although I do believe I was spotted skulking in the shadows.
S4Con2_Title;The Trial
S4Con2_Content;<b>Letter from {{0=tempId}} - <i>{{1=date}}</i></b><br><br>This is an outrage! I was cited by the constabulary for purchasing supplies down by the dock. They are attempting to drag me into a mockery of a courtroom and put me on trial. If it were a fair trial, they would see that these materials were being used for the betterment of mankind!<br><br>I am told the palms of the judge can be greased for a minor payment. If I choose to undergo the trial, they tell me I have a one in three chance of escaping punishment.
S4Con2A_Title;{{0=?|Success|Shameful Display}}
S4Con2A_Content;{{0=?|With the trial swiftly behind you, you are free to continue your work.|Found guilty of a misdemeanor, your reputation has taken a minor hit.}}
S4Con3_Title;Politics as Usual
S4Con3_Content;<b>Journal of {{0=tempId}} - <i>{{1=date}}</i></b><br><br>On the way down to the dock to pick up a shipment of supplies, I passed the police force, which was heading down the dock at the same time. Thankfully, they seemed completely uninterested in my business there, instead moving quickly to the warehouse next door. They apprehended the mayor's opponent in the upcoming election for smuggling exotic cheeses.
S4Smug_Title;Barely Legal Importation
S4Smug_Content;{{0=journalHeader}}<br><br>Now that {{1=townName}} has decided to completely cut off from the rest of the world, getting materials for our experiments has become exceedingly difficult. Even the minor reagents we could import had become heavily taxed!<br><br>As the town choked under the restrictions, the criminal underground seized this opportunity to smuggle goods into the harbor by the boatload!
SmugEvent_Title;A Controlled Release
SmugEvent_Content;{{0=journalHeader}}<br><br>The high costs of goods have stifled our creativity and made our path much more difficult. So we have met in secret and hatched a plan to end this oppressive regime of taxation!<br><br>We will combine our efforts to create an "incident" in the Town Hall which will hopefully throw the town into enough disarray to loosen their stranglehold.<br><br><b>The player with the least VP will decide what type of Experiment the players will be collaborating on to destroy the Town Hall (on a tie, the player lowest in turn order decides):</b>
SmugEventA_Title;Preparations
SmugEventA_Content;With the preparations under way, we returned to our Estates to commence our collaborative work.
SmugEvent2_Title;The Experiment
SmugEvent2A_Title;Town Hall Destroyed
SmugEvent2A_Content;<b>{{0=newspaper}} - <i>18 November, 1906</i></b><br><br>Disaster has struck {{1=townName}}! An explosion was heard in the middle of the night, and the Town Hall was completely reduced to rubble! At the time of writing, it appears the cause of the explosion was a gas leak.<br><br>Without a Town Hall, the mayor has called for an immediate suspension of all import taxes as we work together to rebuild.
SmugEvent2ACont_Title;Devastating and Expected Results
SmugEvent2Aa_Title;Path of Destruction
SmugEvent2Aa_Content;Apparently, we underestimated the strength of the creation and it moved uncontrollably to the adjacent building, utterly destroying the Bank as well!
SmugEvent2aa_Library_Title;Path of Destruction
SmugEvent2aa_Library_Content;Before expiring, its path of destruction carried it even further to the Library, leaving a smoldering crater in its wake.
SmugEventEnd_Title;The Rampage Concludes
SmugEventEnd_Content;Before causing any more havoc, it expired, leaving a smoldering crater in its wake.
SmugEvent2B_Title;Missed Opportunity
SmugEvent2B_Content;{{0=journalHeader}}<br><br>Try as we might, we were simply unable to muster the effort required to complete our plan. In the end, we decided to go our separate ways and make do under this oppressive regime.
IsolationCaravanResolve_Title;Neglected by the Caravan
IsolationCaravanResolve_Content;<b>{{0=newspaper}} - <i>18 March, 1922</i></b><br><br>The mysterious caravan which had frequented {{1=townName}} in the past was apparently scared away by the isolating policies of our local government. Therefore, citizens have decided to gather and trade amongst themselves to clear any surplus goods from their shelves.
IsoVerify_Title;Verification of Identity Required
TensionIntro_SubTitle;Old Habits
