Tag;English_Source
ImmortalityMwUpdate2_Content;The thoughts consumed their waking hours, compelling them to action. Surely if a form of <b>Immortality</b> can be so readily created by the family, then a more perfected version was just on the horizon. It would need to be done. It had to be done, or the shame they felt would weigh heavily on everything their exceptional lineage had created thus far.<br />
// ---Symposium Event---;
SymposiumEvent1_Title;A Collection of Esteemed Colleagues
SymposiumEvent1_Content;The journey to the newly created city of Budapest for the {{0=| |Chemistry|Engineering|Biology}} Symposium was uncharacteristically dour. However, this dreadful murkiness could not dampen the spirits of the {{1=|two|three|four}} -  nor could the sojourn in the marginal accommodations prepared for their arrival. For the cousins, this recognition for their efforts to advance science at all costs was considerably well-deserved and long-overdue.<br /><br />The University was abuzz with activity as they attended various events and offered their prescribed greetings.<br />
SymposiumEvent2_Title;For the Advancement of {{0=| |Chemistry|Engineering|Biology}}
SymposiumEvent2_Content;The symposium began with a series of lectures from various noted {{0=| |chemists|engineers|biologists}} from Eastern Europe. When it was their time to present, each cousin in turn rolled in a large cart covered with a velvet blanket to conceal their work until the appropriate moment during the lecture.<br /><br />As noted by several critics, each family member went well over their allotted time, providing eye-opening live demonstrations during the peak of their lectures that required many in the first rows of the operating theater to change into a clean outfit after the end of the exhibition.<br /><br />The spirited presentations stunned the community to abject silence.<br />
SymposiumEvent3_Title;The Fate of the Lecture Series
SymposiumEvent3_Content;If it amounted to anything, those in attendance were certainly astonished by the eccentricities witnessed that day. Some weaker-willed individuals were prone to nausea and fainting spells during the speeches, clearly in deference to the astounding breadth of visionary experimentation.<br /><br />But, were their efforts enough to sway the most notable scientific minds of the time?<br /><br /><b>SYMPOSIUM RESULT</b><br />
SymposiumFail_Title;Symposium Failure
SymposiumFail_Content;"Preposterous. A vaudevillian side-show." The scathing negative reviews were most predominant. {{0=|Then, we were treated to a ghastly vivisection of a wailing goat while an electrical device stimulated the nervous reflexes. Had I known, I would have brought an umbrella.|Steam shot from the abominable contraption's eye sockets as the speaker mumbled a rhythmic incantation that, if it had any effect at all, was to cause a ringing in my ears for hours afterward.}}<br /><br />A professional scolding soon followed from notable experts in the {{1=| |chemistry|engineering|biology}} field. Accused of peddling contentious pseudo-science, the cousins were informed that they would not be receiving any invitations for lecture opportunities in the future.<br /><br />The family returned home, each writing scathing remarks within their respective journals. They concluded that while they were no longer welcome at the University, "they were also never planning to return anyway."<br /><br />
SymposiumMiddle_Title;A Cure for Yellow Fever
SymposiumMiddle_Content;"Vague, tawdry." The notes from the lectures created a tableau of mixed reactions. {{0=|"All angst and ambition without respect for traditional ethics or the scientific method. Unsupported hypotheses, and rapid-fire homeopathic conjecture."|"Of note, however, was one intriguing if not juvenile statement. I jotted the quote down for posterity and so that others at the state may enjoy it when I plaster the message all across the lavatories. The quote:<br /><br />'It's simple. Wash your hands after you touch your butt.'"|"Delightfully crude, but potentially insightful. Overall though, the lectures were amusing for what they lacked in substance."}}<br /><br />At first they seemed intrigued, but the presentations, while exciting, proved to have only minimal scientific value in their eyes. It was decided by the majority to research any other notable discoveries in their portfolio before making their recommendations.<br /><br />
SymposiumMiddle_Content1;And it was the <b>publication</b> of a <b>Yellow Fever</b> inoculation from an otherwise unknown town in Hungary that made their decision to build a University in the region much easier.<br /><br />
SymposiumMiddle_Content2;And without the publication of a proposed <b>Yellow Fever</b> inoculation, their decision on the value of a university in a small town in Hungary was easy to make.<br /><br />
SymposiumSuccess_Title;Symposium Success
SymposiumSuccess_Content;"Eccentric, but certainly well-documented," the succinct, blood-stained note stated. "I expected the worst when Dr. {{0=...|Oliver|James|Olivia|...}} II began their presentation by {{1=|strumming a popular tune on the vocal chords of an otter.|winding up the gear mechanism of an automaton with sharpened blades for hands.|creating a salt circle with a sack-doll at the center and then asking for a blood sample from someone in the audience.|exploding a vial of acid using another, stronger vial of acid to 'get our attention'.}} But, by the hour mark, the speech really hit its stride."<br /><br />A mixture of befuddled excitement and intrigue swept through the halls of academia. Yet, the professors all agreed that despite a lack of traditional form, it was the inexorably excitable demeanor of the cousins that so enamored them.<br /><br />The Symposium had been a rousing success. Finally their work was becoming noted!<br />
// ---Hospital End of Generation---;
HospitalNegative_Title;Lack of Hospitality
HospitalNegative_Content;Unfortunately, the lack of participation in the Hospital Board of Trustees needed to be reckoned and any who chose to forgo their obligations felt their business dealings in the local area become even further strained.<br />
NoHospitalCons_Title;A Steady Focus
NoHospitalCons_Content1;For members of this ignoble family, it was not uncommon for personal labors to consume an individual's waking thoughts and cause them to forget even the most simplistic of instructions. But for those that toiled endlessly on their infernal schemes, their reward - aside from obesity and appalling hygiene - was one of a deeper understanding.<br />
HospA1Yes_Title;Immortality Advances
HospA1Yes_Content;<br />The <b>{{0=...|2|3|4|...}}</b> scientists reveled in the suspicious glances of the townsfolk whenever they strolled through town, their visages spotless and unaging. Surely, the indefinite extension of their lives was a true marvel.<br /><br />They remained in the village, tending their estates into advanced ages unheard of in this Victorian era, seemingly untouched by time. The additional scientific advances made possible by this remarkable vitality guided the town towards a more modern direction.<br /><br />
HospA1No_Title;Death Becomes Us
HospA1No_Content;<br />As their bodies withered with time, the failures of their equally outdated scientific pursuits weighed heavily on their deteriorating minds. With only <b>{{0=...|2|3|4|...}}</b> of them discovering the way towards <b>immortality</b>, the cousins wallowed in their own ineptitude.<br /><br />{{1=?|With no further push from its energetic benefactors, the university was shunned, abandoned, and refitted. }}With no sounds of screams and explosions echoing down from the hillsides, the townsfolk lost their sense of purpose. A thick fog of ignorance fell across the populace as they returned to the old ways with a righteous fervor.<br />
S5HospA2_A_Title;A Foundation for Science
S5HospA2_A_Content;<b>With the University built,</b> the town slowly embraced the advances of modern science. But, while progress certainly had its benefits, it was unclear if these surprisingly mediocre "mad" scientists were prepared for the changes that lay just ahead in a world of fairness and social change.<br />
S5HospA2_B_Title;The Foundation Crumbles
S5HospA2_B_Content;<b>With the University unbuilt,</b> the townsfolk were swayed by the local diocese to shun the sciences and cling to their faith. A swathe of ignorance encompassed the small town, as they moved towards a simpler time with simpler solutions.<br />
S5HospA3_A_Title;Relentless Opposition
S5HospA3_A_Content;The church's distrust of science has riled up the populace. Contributions to the Hospital's original construction notwithstanding, without the hope provided by a <b>Panacea</b> to remove ailments en masse, the townsfolk became determined to return to the old ways.<br /><br />A most pitiful display that led to stagnation and the return of the pestilence that once was eliminated from the land.<br />
S5HospA3_B_Title;Relentless Opposition
S5HospA3_B_Content;The church's distrust of science has riled up the populace. Contributions to the Hospital's original construction notwithstanding, the nonsensical decision to <b>unleash</b> the proposed Panacea resulted in a loss of the original formula. Without the hope provided by a <b>Panacea</b> to remove ailments en masse, the townsfolk became determined to return to the old ways.<br /><br />A most pitiful display that led to stagnation and the return of the pestilence that once was eliminated from the land.<br />
S5HospA3_C_Title;The Allure of Discovery
S5HospA3_C_Content;While the Panacea proposed may not have approached the problem in an ethical nor fiscally responsible way, the simple gesture garnered much attention from the academic community. Along with the famed discovery of a "cure" for Yellow Fever, this potential for scientific advancement was too strong to ignore.<br /><br />The family soon found a rapt audience for their unconventional experimentations, despite all logic running counter to this development, and the city entered into a golden age of progress.<br />
RippedMasterwork_Title;Escaping The Curse
RippedMasterwork_Content;In their late years, watching the town forsake science and wary colleagues abandon them, the weight of the injustice was all too much to bear. With fists raised to the sky, cursing the gods, they ended the generation in desperation!<br /><br />The records of this time do not mention any notes of collaboration, yet each individual experienced their own bout of isolation and self-destructive mania. In a rage, they stormed their laboratories and each shattered retort, each biological anomaly encased in formaldehyde, each rusted contraption that met its end against the concrete floor was a new moment of catharsis.<br /><br />They held in their hands the feeble-minded schematic passed down from generation to generation, haunting them with its unattainable scientific pursuits, and unceremoniously scattered the torn pages across the floor.<br /><br />Finally, they we were free from this cursed legacy!<br /><br />
//====== Gen2 - Devastation ======;
// ---Devastation Intro---;
DevastationIntro_SubTitle;The Epidemic Strikes
DevastationIntro_Content;Following a bitter winter in 1862, a second epidemic descended upon the village in all its visceral and bloody force. This time, however, the town was unable to recover. Buildings were left to rot as the sick fled into the countryside. Some escaped to shelter in camps near Bucharest, while the less fortunate collapsed on the icy pathways along the journey, their frozen flesh left to thaw along muddy roadsides with the change of seasons. Lost and hopeless without aid, the town dwindled until only the barest of amenities remained.<br /><br />The desolation to which the family returned was unlike anything they had experienced in their short lifetime and the joys of youthful marriage were swiftly eclipsed by the reality of disease. Those who had stubbornly refused to join the others in mass exodus burned incense in their homes to prevent miasmatic transference of the fever -  a practice quickly adopted within the family's estates. For years, the ominous tintinnabulation echoed across the stricken valley each night to ward off the disease even as the cemetery was inundated with new bodies.<br /><br />For most, this environment of sullen quiet and isolation would cause one to question their sanity, but for the scientists, this time was marked by a signature productivity. Perhaps the thought of redemption drove them forward or the constant reminder of their own mortality with each passing moment. Either way, they each toiled away in their studies, confident that through tragedy their family's legacy would finally be secured forever in the annals of science!<br /><br />And the country began to take notice of their activities -  though not in the academic manner which they anticipated. Shadowy figures kept their watchful eye on the region with mysterious intentions. Unaware of the sinister machinations afoot, the scientists blindly immersed themselves in their work. They would soon find themselves confronted by a choice that would rock the very foundations of scientific (and rational) thought as they understood it.<br />
DiseaseConsequence_Title;Inescapable Plague
DiseaseConsequence_Content;While their parents may have escaped the harshness of the Yellow Fever epidemic thanks to their aristocratic distance from the populace, the young scientists were unable to avoid the effects of such dismal environs. As the years passed, they found themselves stricken with a chronic illness that would remain with them for their entire lives. The enfeeblement haunted their work, insomuch that many weeks at a time were spent in isolation and bed rest.<br /><br />In their individual ways, the group set to work on something to alleviate or cure these symptoms, knowing that if they were unsuccessful, <b>the disease would carry over to their progeny.</b><br />
LetterCode_Title;Surprising Correspondence
LetterCode_Content;As the welcome from the townspeople was considerably icy, the cousins were amused to receive a plain letter of correspondence sealed with wax. No return address was provided and no watermarks offered evidence as to their origin. Perhaps this mystery, they surmised, would afford them more than simple seclusion in this dreary countryside.<br /><br />Little did they realize how instrumental this stealthful exchange would prove over the next several decades.<br />
Gen1InsanityYes_Title;Absent Parent
Gen1InsanityYes_0_Content;An investment in a summer home meant time away from the estate, and these increasingly frequent visits to rekindle sanity meant {{0=...|Oliver|James|Olivia|...}} II's childhood guidance came more from the servants around the home than from their parental figures. This left an unfortunate void in their psychological development, one that affected their actions for the remainder of their life.
// ---Hub---;
Devastation_Title;Devastation
Devastation_Envelopes_Title;<icon=StorybookToken><b> Clandestine Meetings</b>
Devastation_HereditaryDisease_Title;<icon=StorybookToken><b> Relief from Disease</b>
Devastation_StableHand_Title;<icon=Storybook> <b> Stable Hand</b>
Devastation_Suspicion_Title;<icon=Storybook> <b> Suspicion</b>
// ---Envelopes---;
Envelopes_0_Title;Secret Meeting
Envelopes_0_Content;When I arrived at the location, I went about my business as normal. As I was leaving, I felt a gentle tap on my shoulder. A woman dressed in traditional garb tipped her wool cap and bid me follow her to a wooden bench nearby.<br />
FailedMeeting_Title;Failed Meeting
FailedMeeting_Content;The family's eccentricities were well known in the local area, but generally these were for reasons that at least appeared to have a sinister logic behind them. However, during this time, one of the family members was seen around town (for a period of several weeks) wearing a thinly veiled disguise about them and saying the phrase, {{0=...|password|...}}, in a conspiratorial tone to anyone who should pass by.<br /><br />Their presence was more harshly scrutinized by the local residents after this bout of what could only be deemed mental instability.<br />
HubertusWolves_Title;Upon a Secret Meeting - Letter - {{0=|April|August|October}} {{1=...|2|3|4|...}}, 1865
HubertusWolves_Content;I, {{0=...|Oliver|James|Olivia|...}}, am writing this letter to you after my meeting with an associate of the International Order of St. Hubertus. Our conversation was brief, but the resulting knowledge has piqued my curiosities.<br /><br />It has been revealed to me that your intentions are {{1=?|nefarious. The malevolent Order is consumed with greed, seeking to unearth the ancient secrets in this area and use this power to alter humanity and spread a plague of monstrous entities across the world. You only asked for your work to remain <b>concealed</b>.|demonstrably positive. The Order is only concerned with establishing a safe haven for those afflicted by disease. Your representative even revealed a physical peculiarity that had elongated her cuspids into sharp points. She left swiftly before nightfall, ignoring my pleas for her to remain, but she urged me to <b>investigate</b> the secret workings soon to become apparent.}}<br /><br />Being intimately familiar with matters of the occult, this admission is unsurprising. My apprehensions are only related to how your actions will impact my ability to advance my scientific studies most generously.<br /><br /><b>It is with sincerity that I:</b><br /><br />...have decided to 
HubertusWolves_Content1;<link=0>join and pledge my service to your cause.</link><br /><br />...have decided to <link=1>refuse this ridiculous offer.</link>
HubertusHunters_Title;Upon a Secret Meeting - Letter - {{0=|April|August|October}} {{1=...|2|3|4|...}}, 1865
HubertusHunters_Content;I, {{0=...|Oliver|James|Olivia|...}}, am writing this letter to you after my meeting with an associate of the International Fraternity of Hunters. Our secret conversation over brunch was quite revealing, and the resulting knowledge has piqued my interests.<br /><br />It has been revealed to me that your intentions are {{1=?|amusingly exploitative. The Fraternity hopes to use the recent epidemic as a cover for their activities to unearth ancient supernatural secrets in the region and use them for monetary and political gain. Although I remain skeptical, if these labors are successful, I will be deeply interested in the results. You only asked for your work to remain <b>concealed</b>.|good. It was astute for you to note how oddly silent the town has remained over the last few years. Keeping a watchful eye over the proceedings, the Fraternity appears only concerned with rooting out who or what is behind this veil of secrecy. You've urged me to <b>investigate</b> the secret workings soon to become apparent.}}<br /><br />Being an entrepreneur myself, in a fashion, these goals are not so misaligned with my own. My apprehensions are only related to how your actions will impact my ability to advance my scientific studies most generously.<br /><br /><b>It is with sincerity that I:</b><br /><br />...have decided to 
HubertusHunters_Content1;<link=0>join and pledge my service to your cause.</link><br /><br />...have decided to <link=1>refuse this ridiculous offer.</link>
HubertusConfirmation_Title;A Message of Confirmation
HubertusConfirmation_Content;<b>Continue to not allow other players to see the screen.</b><br /><br />{{1=?|Several weeks hence, {{0=...|Oliver|James|Olivia|...}} received a small package with a rough, handwritten letter containing small bits of gray hairs stuck to the adhesive. It instructed them to keep their pledge to <b>expose</b> the suspicious activities to themselves. In the coming years, it would become clear what was required of them.|Several weeks hence, {{0=...|Oliver|James|Olivia|...}} received a small package with a rough, handwritten letter containing small bits of gray hairs stuck to the adhesive. It instructed them to keep their pledge to <b>conceal</b> the suspicious activities to themselves. In the coming years, it would become clear what was required of them.}}
HuntersConfirmation_Title;A Message of Confirmation
HuntersConfirmation_Content;<b>Continue to not allow other players to see the screen.</b><br /><br />{{1=?|<b>A Message of Confirmation</b><br />Several weeks hence, {{0=...|Oliver|James|Olivia|...}} received a small missive with a watermark in the shape of a crossbow. It instructed them to keep their pledge to <b>expose</b> the suspicious activities to themselves. In the coming years, it would become clear what was required of them.|<b>A Message of Confirmation</b><br />Several weeks hence, {{0=...|Oliver|James|Olivia|...}} received a small missive with a watermark in the shape of a crossbow. It instructed them to keep their pledge to <b>conceal</b> the suspicious activities to themselves. In the coming years, it would become clear what was required of them.}}
RefusalWolvesOrHunters_Title;Exercising Caution
RefusalWolvesOrHunters_Content;There was no formal response to any letters expressing doubt. However, an individual at the Stables who could observe the comings and goings of travelers would later provide ways to contact them if the need arose.
// ---Hereditary Disease---;
HereditaryDiseaseComplete_Title;Successful Treatment
HereditaryDiseaseComplete_Content;While they could never fully cure the psychologic disorders that plagued them throughout their lives, they were able to pinpoint effective countermeasures to provide relief. The continued treatment of their afflictions allowed the scientists to overcome the especially ravaging effects of their diseases.
// ---Changes---;
Changes_Title;A Return to Civility
Changes_Content;Though the decayed trails that led to the village caused a carriage to jostle and creak most violently, a brisk, morning ride allowed the aging aristocrats a chance to escape the stale air of their stone manors and ruminate on the melancholic, dour beauty of the region.<br /><br />It was upon these morning rides that they were able to observe a sudden and peculiar transformation occurring within the town. Crews of hired laborers arrived to clear several of the empty lots in the village and construct new foundations. Within weeks, these vacant lots were filled by nondescript buildings of various purposes.<br /><br />Armed with an inimitable curiosity and thirst for knowledge, the cousins could not resist further investigation.<br />
Diseases1A_Title;A Year of Sickness
Diseases1A_Content;Even the most agile mind cannot willingly escape the frailness of the human form. As such, the foul plague upon the household syphoned a considerable energy from their work and left them bed-ridden for months on end. <br />
Diseases1B_Title;Rest and Time
Diseases1B_Content;It seemed that the cousins were fortunate in their early years. Even the most agile mind cannot willingly escape the frailness of the human form. However, with a strict regimen of rest, diet, and bloodletting, these deficiencies could mostly be nullified.<br />
// ---Gen 1 Insanity No Action---;
Gen1InsanityNoAction_0_Title;More Time Than Ever
Gen1InsanityNoAction_0_Content;{{0=...|Oliver|James|Olivia|...}} II's parent had instilled in them a strict work ethic. Their refusal to purchase a summer home at their colleague's insistence, while stressful, had allowed them time to engender this familial connection.<br /><br />And so this matter of written refusal was handled with the utmost brevity, allowing them to focus on the monumental task at hand.<br /><br />
// ---Gen1 Creepy Refusal Build---;
Gen1CreepyRefusalBuildA_Title;Order of St. Hubertus
Gen1CreepyRefusalBuildA_Content;Consumed by the immense scientific enterprise they have undertaken, the cousins rarely allowed moments to indulge visitation. However, after they had ignored several missives from the Order, a group of individuals arrived at {{0=...|Oliver|James|Olivia|...}}'s estate with an un-sprung cart full of building materials.<br /><br />It appeared that they were aware of their <b>parent's refusal</b> to accept a gift from the Fraternity of Hunters. So, regardless of {{0=...|Oliver|James|Olivia|...}}'s current allegiances, they had procured the necessary materials to construct a gift and were set upon the task immediately. <br /><br />
Gen1CreepyRefusalBuildB_Title;Fraternity of Hunters
Gen1CreepyRefusalBuildB_Content;Consumed by the immense scientific enterprise they have undertaken, the cousins rarely allowed moments to indulge visitation. However, after they had ignored several missives from the Fraternity, a group of individuals arrived at {{0=...|Oliver|James|Olivia|...}}'s estate with an un-sprung cart full of building materials.<br /><br />It appeared that they were aware of their <b>parent's refusal</b> to assist the evil schemes of the Order of St. Hubertus. So, regardless of {{0=...|Oliver|James|Olivia|...}}'s current allegiances, they had procured the necessary materials to construct a gift and were set upon the task immediately. <br /><br />
// ---Refusal Event---;
RefusalEvent_Title;An Illuminating Conversation
RefusalEvent_Content;As the black carriage approached, the young man paused in his duties and lit a small pipe. In these dark times, a stablehand knew more about the comings and goings of the townsfolk than most anyone in the region. A few conspiratorial words and he was generous with information.<br /><br /><b>I introduced myself as:</b><br />
RefusalReveal_0_Content;"You do well to proceed with caution," The stable hand stated. "The situation, as I understand it, is simple. The Order of St. Hubertus is {{0=|good|evil}}. Fraternity of Hunters is {{1=|good|evil}}. It doesn't get much simpler than that, to me at least."<br /><br />{{2=?|"The Order wants the village to become a haven for outcasts. They're set to <b>expose</b> the evils in the region and if they do, you can be sure they'll build a University with <b>skilled workers</b>."|"The Order - not sure what they really want per se. Something about unleashing a horrible vengeance on mankind. It isn't very specific. They want to keep their work <b>concealed</b> and are even now setting up a way to perform their <b>Experiments</b>."}}<br /><br />{{3=?|" The Fraternity -  the usual good guy routine. <b>Expose</b> injustice in the village today and hunt down the demons that roam the countryside. If you want to <b>regain your sanity</b> in this messed up world, they'll be the ones to aid."|" <b>Money</b>, power, influence. If the Fraternity can use these dark secrets to their advantage, they will. They want to <b>conceal</b> their work in the village. They prey on the weak-willed and gullible."}} He punctuated his final statement with a puff of acrid tobacco.<br /><br />{{4=...|Oliver|James|Olivia|...}} was fascinated by the idea of not one, but two secret societies hiding in this very village. The stable hand, after an exchange of some coin, was even willing to give instructions on how to contact the factions for membership. {{4=...|Oliver|James|Olivia|...}} was presented with a curious dilemma indeed.<br /><br /><b>You may choose to:</b><br /><br />
RefusalReveal_0_Content1;<link=0>Join the Order of St. Hubertus.</link><br /><br /><link=1>Join the Fraternity of Hunters.</link><br /><br />OR<br /><br /><link=2>Leave and do Nothing.</link>
WolfJoin_Title;Order of St. Hubertus
WolfJoin_Content;A messenger in a gray cloak marked with the insignia of a wolf's head arrived at the estate one evening. They smiled and the gleam of their white teeth shone in the moonlight.<br /><br />
WolfJoin_Content1;<link=0>Pledge your service to the Order of St. Hubertus.</link><br /><br /><link=1>Decide to do nothing instead.</link>
HunterJoin_Title;Fraternity of Hunters
HunterJoin_Content;A messenger arrives at sunset wearing a pendant around their neck with a golden bow and arrow insignia upon it. They wait expectantly for your correspondence.<br /><br />
HunterJoin_Content1;<link=0>Pledge your service to the Fraternity of Hunters.</link><br /><br /><link=1>Decide to do nothing instead.</link>
JoinedAlready_Title;A Busy Day
JoinedAlready_Content;The man looked at {{0=...|Oliver|James|Olivia|...}} quizzically for a moment before shaking his head and returning to work. {{0=...|Oliver|James|Olivia|...}} had already joined a faction and continued on their way after the fog cleared from their mind.<br /><br />
// ---Building Signin---;
BuildingSignin0_Title;Investigation
BuildingSignin0_Content;After visiting the establishment, the peculiar attitude of the workers and the pristine furnishings further piqued their curiosity. Several days later, they decided to forgo their scientific obligations for one evening and investigate the {{0=| |Hardware Store|Wire Service|Book Store|Warehouse|Pet Store}}.<br />
BuildPlay_Title;Continuing Investigation - Compiled Journal Entries of {{0=...|Oliver|James|Olivia|...}}
BuildPlay_Content;{{2=|I arrived at the {{0=| |Hardware Store|Wire Service|Book Store|Warehouse|Pet Store}} under cover of darkness. I was ill-suited for such stealthy missions, but I kept my cloak and collar about my neck to conceal my identity in case I was discovered.|A thick fog shrouded my approach on the cool night that I chose to investigate the {{0=| |Hardware Store|Wire Service|Book Store|Warehouse|Pet Store}}. I asked the carriage driver to await my return on the outskirts of town, while I stole away into the empty streets. Nary a soul was about on this evening, and I was soon inside without arousing suspicion.|To my chagrin, a {{1=?|gentleman|gentlewoman}} stood near the front door of the building. At this late hour, I could only assume that they were standing guard. Not to be thwarted so easily, I tilted my hat to obscure my face and stalked into the alley behind. The lock on the rear door was a trifle for my tools, and I entered without a sound.}}<br /><br />I could either provide evidence to help <b>expose</b> the secret inner workings of the building or I could <b>conceal</b> the truth and allow the work to continue. <b>The decision was clear to me:</b><br /><br />
BuildPlay_Content1;<link=0>I exposed the truth.</link><br /><br /><link=1>I concealed the true purpose.</link>
ExposeConfirmation_Title;Exposed
ExposeConfirmation_Content;I knew it was the correct decision. To allow this terrible work to continue unabated would not align with my own crucial endeavors. But, would my cousins feel the same way?
ConcealConfirmation_Title;Concealed
ConcealConfirmation_Content;Knowledge may have been my main pursuit when investigating the suspicious building, but now with a complete understanding of the devious machinations inside, I decided to err on the side of secrecy. But would this be enough?
// ---Dev Event Cure---;
DevEventCure_Title;An Alternative Cure
DevEventCure_Content;An envoy from the {{0=?|<b>Order of St. Hubertus</b>|<b>Fraternity of Hunters</b>}} arrived bearing an interesting narrative and a shimmering tincture of liquid. She visited each of the manors in turn unable to conceal her wicked grin and laughter as she did so.<br /><br />"The brotherhood has heard of your suffering and we wish to offer an exchange. For a meager bit of knowledge, we present a cure. Drink of this liquid and your dreaded affliction will cease," she said as a bolt of lightning arced across the sky above.<br /><br />
Diseases2A_Title;A Cleansing
Diseases2A_Content;When the symptoms grew too fierce, they locked themselves away inside one of the myriad rooms of their estate. This resulted in an unfortunate loss of productivity and an odiferous contamination. When chemicals would not suffice for cleansing, it was deemed necessary to burn the entire room and start again.<br />
Diseases2B_Title;Wasted Potential
Diseases2B_Content;While the disease that plagued the scientists was manageable, the effects were still tiresome. Time spent advancing what they considered "true science" was instead squandered upon practical medical applications to assuage their own afflictions.<br />
// ---Gen 1 Creepy Conceal Expose---;
Gen1CreepyConcealExpose_0_Title;Under Cover of Darkness
Gen1CreepyConcealExpose_0_Content;On an unseasonably warm evening with a thick fog obscuring their arrival, an operative from the {{0=?|Order of St. Hubertus|Fraternity of Hunters}} knocked upon the estate door. There, at the entranceway with no intent to venture further, the man addressed {{1=...|Oliver|James|Olivia|...}} II in an authoritative tone.<br /><br />{{2=|"We have decided to forgive your family's debt to us due to your recent pledge of loyalty. I was sent to offer this word of salutation and reminder that we are pleased. Consider this canceled debt as our gift to you." The man, with a ceremonial air, then lifted a piece of parchment before him and, with a quick slice, let the cleaved paper fall to the stone steps.<br /><br />After {{1=...|Oliver|James|Olivia|...}} and the man exchanged their secret handshake, the meeting was over and the carriage was once again swallowed by the mists.|The man peered out from under his cloth hood, his eyes glowing with unnatural light. "We are displeased with your decision to forgo aligning yourself with our numbers. Fortunately for yourself, we will assume this is merely ignorance on your part and kindly ask for immediate remuneration," the man stated while several other cloaked individuals emerged from their carriage, small blades visibly clutched between their fingers.<br /><br />The gentlemen were kind enough to offer {{1=...|Oliver|James|Olivia|...}} II a choice of debt repayment.|"We have decided to forgive your family's debt to us due to your recent pledge of loyalty. I was sent to offer this word of salutation and reminder that we are pleased. Consider this canceled debt as our gift to you." The man, with a ceremonial air, then lifted a piece of parchment before him and, with a quick slice, let the cleaved paper fall to the stone steps.<br /><br />After {{1=...|Oliver|James|Olivia|...}} and the man exchanged their secret handshake, the meeting was over and the carriage was once again swallowed by the mists.|"We are displeased with your decision to forgo aligning yourself with our numbers. Fortunately for yourself, we will assume this is merely ignorance on your part and kindly ask for immediate remuneration," the man stated while several other burly individuals emerged from their carriage, tapping various gleaming bludgeoning instruments against their palms.<br /><br />The gentlemen were kind enough to offer {{1=...|Oliver|James|Olivia|...}} II a choice of debt repayment.}}<br /><br />
/// ---Buildings End---;
BuildingsEnd_Title;Good or Evil Intent
BuildingsEnd_Content;As they entered their twilight years, the results of the family's investigative efforts became known. The town, no longer in complete poverty, began to attract new interest from those with both genuine and nefarious motivations. The true intent of the family members was revealed.<br />
BuildingsEnd_Content1;The evil activities of the {{0=| |Hardware Store|Wire Service|Book Store|Warehouse|Pet Store}} were <b>thwarted</b> by our efforts. 
BuildingsEnd_Content4;The evil activities of the {{0=| |Hardware Store|Wire Service|Book Store|Warehouse|Pet Store}} were <b>successful</b> because of our collective efforts to obscure and conceal. 
MostInvestigated_Title;Most Investigations
MostInvestigated_Content;{{0=...|Oliver|James|Olivia|...}} performed the most investigative actions. This did not go unnoticed by the {{1=| |Fraternity of Hunters|Order of St. Hubertus}}, and despite their allegiances, they felt this exploratory spirit worthy of reward.<br /><br />
DiseaseEnd_Title;Longevity and Clarity
DiseaseEnd_Content;Notes from this time period detail potential blueprints for a special room -  a sanguine coagulant encased in a glass bubble and fed with an electrical current. Although there are no further mentions of the device, peculiarities in historical accounts suggest that some in the next generation received advice and assistance from an unknown source.<br />
DiseaseEffectA_Title;A Continuing Malady
DiseaseEffectA_Content;It appeared that the effects of the disease had been inherited by the next Generation. Without a cure, symptoms of this ailment began to surface at an early age and would carry on through the remainder of their lives.<br />
DiseaseEffectB_Title;Not Passed Down
DiseaseEffectB_Content;Twenty years passed without incident. As they were known to state, the only true science was that which one could observe plainly to a most dizzying effect. Surely, there would have been signs of the disease resurfacing in the next generation by then if it were truly a hereditary disease.<br /><br />Family curse? They dismissed it as simple superstition.<br />
DevastationFate1_Title;Strong Alliance
DevastationFate1_Content1;The ties that bound the family to these secret warring factions changed the course of history.<br /><br />
DevastationFate1_Content2;{{1=|While secrets could not forever be kept, the silent assistance of {{0=|two|three|four}} influential members of the upper crust ensured that the <b>Hunters</b> could progress in their endeavors long enough to make their presence integral to the town. For a price, they swore to protect all citizens from the disease and darkness that had enveloped the countryside.<br /><br />|By exposing the nefarious work of the <b>Order of St. Hubertus,</b> the additional attention forced them to leave the region. Motivated by the promise of swift justice, the <b>Fraternity of Hunters</b> created a stronghold in the town. They swore at all costs to protect the town from the evils that roamed the land.<br /><br />|While secrets could not forever be kept, the silent assistance of {{0=|two|three|four}} influential members of the upper crust ensured that the <b>Order</b> could progress in their endeavors long enough to make their presence integral to the town. They immediately began to advance their schemes.<br /><br />|By exposing the insidious deeds of the <b>Fraternity of Hunters,</b> the additional attention forced them to quit the region. Motivated by the promise of swift justice, the <b>Order of St. Hubertus</b> created a stronghold in the town. They swore to provide a haven for all outcasts.<br /><br />}}
HelpingEvil_Title;A Reward for Service
HelpingEvil_Content;Upon receipt of their inheritance, the newest Generation of scientists were surprised to find a generous addendum attached by the {{0=| |Fraternity of Hunters|Order of St. Hubertus}}. Aside from the notoriety afforded by this gift, as promised, a permanent structure was to be erected on their properties to aid in their experimental pursuits.<br /><br />
//====== Shared - Immortality Deterioration ======;
DetEffect1_Title;<b>Immortality Deterioration</b>
